date,category,scope,venue_group,label,n_missing,n_active,affected_instruments
2002-01-01,full_holiday,global,ALL,New Year's Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-01-21,full_holiday,exchange_specific,US_FUTURES,Martin Luther King Jr. Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-02-18,full_holiday,exchange_specific,US_FUTURES,Presidents' Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-03-29,full_holiday,global,ALL,Good Friday,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-04-01,full_holiday,exchange_specific,EUREX,Easter Monday (Eurex),1,11,fesx1s
2002-05-01,full_holiday,exchange_specific,EUREX,Labour Day (Eurex),1,11,fesx1s
2002-05-27,full_holiday,exchange_specific,US_FUTURES,Memorial Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-07-04,full_holiday,exchange_specific,US_FUTURES,Independence Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-07-05,early_close,exchange_specific,US_FUTURES,July 5 (Independence Day Friday bridge),8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2002-09-02,full_holiday,exchange_specific,US_FUTURES,Labor Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-11-28,full_holiday,exchange_specific,US_FUTURES,Thanksgiving Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-11-29,early_close,exchange_specific,US_FUTURES,Day after Thanksgiving (early close),8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2002-12-24,early_close,exchange_specific,EUREX,Christmas Eve (early close),1,11,fesx1s
2002-12-25,full_holiday,global,ALL,Christmas Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-12-26,full_holiday,exchange_specific,EUREX,Boxing Day (Eurex),1,11,fesx1s
2002-12-31,early_close,exchange_specific,EUREX,New Year's Eve (early close),1,11,fesx1s
2003-01-01,full_holiday,global,ALL,New Year's Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-01-20,full_holiday,exchange_specific,US_FUTURES,Martin Luther King Jr. Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-02-17,full_holiday,exchange_specific,US_FUTURES,Presidents' Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-04-18,full_holiday,global,ALL,Good Friday,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-04-21,full_holiday,exchange_specific,EUREX,Easter Monday (Eurex),1,11,fesx1s
2003-05-01,full_holiday,exchange_specific,EUREX,Labour Day (Eurex),1,11,fesx1s
2003-05-26,full_holiday,exchange_specific,US_FUTURES,Memorial Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-07-04,full_holiday,exchange_specific,US_FUTURES,Independence Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-09-01,full_holiday,exchange_specific,US_FUTURES,Labor Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-11-27,full_holiday,exchange_specific,US_FUTURES,Thanksgiving Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-11-28,early_close,exchange_specific,US_FUTURES,Day after Thanksgiving (early close),8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2003-12-24,early_close,exchange_specific,EUREX,Christmas Eve (early close),1,11,fesx1s
2003-12-25,full_holiday,global,ALL,Christmas Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-12-26,full_holiday,mixed,MIXED,Boxing Day (Eurex),9,11,"cl1s,fesx1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2003-12-31,early_close,exchange_specific,EUREX,New Year's Eve (early close),1,11,fesx1s
2004-01-01,full_holiday,global,ALL,New Year's Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-01-02,early_close,exchange_specific,US_FUTURES,Jan 2 (New Year Friday bridge),8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2004-01-19,full_holiday,exchange_specific,US_FUTURES,Martin Luther King Jr. Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-02-16,full_holiday,exchange_specific,US_FUTURES,Presidents' Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-04-09,full_holiday,global,ALL,Good Friday,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-04-12,full_holiday,exchange_specific,EUREX,Easter Monday (Eurex),1,11,fesx1s
2004-05-31,full_holiday,exchange_specific,US_FUTURES,Memorial Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-06-11,full_holiday,exchange_specific,US_FUTURES,Reagan state funeral,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-07-05,full_holiday,exchange_specific,US_FUTURES,Independence Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-09-06,full_holiday,exchange_specific,US_FUTURES,Labor Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-11-25,full_holiday,exchange_specific,US_FUTURES,Thanksgiving Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-11-26,early_close,exchange_specific,US_FUTURES,Day after Thanksgiving (early close),8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2004-12-24,full_holiday,global,ALL,Christmas Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-12-31,full_holiday,mixed,MIXED,New Year's Day,9,11,"cl1s,fesx1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2005-01-17,full_holiday,exchange_specific,US_FUTURES,Martin Luther King Jr. Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2005-02-21,full_holiday,exchange_specific,US_FUTURES,Presidents' Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2005-03-25,full_holiday,global,ALL,Good Friday,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2005-03-28,full_holiday,exchange_specific,EUREX,Easter Monday (Eurex),1,11,fesx1s
2005-05-30,full_holiday,exchange_specific,US_FUTURES,Memorial Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2005-07-04,full_holiday,exchange_specific,US_FUTURES,Independence Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2005-09-05,full_holiday,exchange_specific,US_FUTURES,Labor Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2005-11-24,full_holiday,exchange_specific,US_FUTURES,Thanksgiving Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2005-11-25,early_close,exchange_specific,US_FUTURES,Day after Thanksgiving (early close),8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2005-12-26,full_holiday,global,ALL,Christmas Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2006-01-02,full_holiday,exchange_specific,US_FUTURES,New Year's Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2006-01-16,full_holiday,exchange_specific,US_FUTURES,Martin Luther King Jr. Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2006-02-20,full_holiday,exchange_specific,US_FUTURES,Presidents' Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2006-04-14,full_holiday,global,ALL,Good Friday,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2006-04-17,full_holiday,exchange_specific,EUREX,Easter Monday (Eurex),1,11,fesx1s
2006-05-01,full_holiday,exchange_specific,EUREX,Labour Day (Eurex),1,11,fesx1s
2006-05-29,full_holiday,exchange_specific,US_FUTURES,Memorial Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2006-07-03,early_close,exchange_specific,US_FUTURES,July 3 (pre-Independence Day early close),8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2006-07-04,full_holiday,exchange_specific,US_FUTURES,Independence Day,9,11,"cl1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2006-09-04,full_holiday,exchange_specific,US_FUTURES,Labor Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2006-11-23,full_holiday,exchange_specific,US_FUTURES,Thanksgiving Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2006-12-25,full_holiday,global,ALL,Christmas Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2006-12-26,full_holiday,exchange_specific,EUREX,Boxing Day (Eurex),1,11,fesx1s
2007-01-01,full_holiday,global,ALL,New Year's Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2007-01-02,full_holiday,exchange_specific,CME_EQ,Ford state funeral (CME equity closed; NYMEX/COMEX electronic open),2,11,"es1s,nq1s"
2007-01-15,full_holiday,exchange_specific,US_FUTURES,Martin Luther King Jr. Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2007-02-19,full_holiday,exchange_specific,US_FUTURES,Presidents' Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2007-04-06,full_holiday,global,ALL,Good Friday,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2007-04-09,full_holiday,exchange_specific,EUREX,Easter Monday (Eurex),1,11,fesx1s
2007-05-01,full_holiday,exchange_specific,EUREX,Labour Day (Eurex),1,11,fesx1s
2007-05-28,full_holiday,global,ALL,Memorial Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2007-07-04,full_holiday,exchange_specific,US_FUTURES,Independence Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2007-09-03,full_holiday,exchange_specific,US_FUTURES,Labor Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2007-11-22,full_holiday,exchange_specific,US_FUTURES,Thanksgiving Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2007-12-24,early_close,exchange_specific,EUREX,Christmas Eve (early close),1,11,fesx1s
2007-12-25,full_holiday,global,ALL,Christmas Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2007-12-26,full_holiday,exchange_specific,EUREX,Boxing Day (Eurex),1,11,fesx1s
2007-12-31,early_close,exchange_specific,EUREX,New Year's Eve (early close),1,11,fesx1s
2008-01-01,full_holiday,global,ALL,New Year's Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2008-01-21,full_holiday,exchange_specific,US_FUTURES,Martin Luther King Jr. Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2008-03-21,full_holiday,global,ALL,Good Friday,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2008-03-24,full_holiday,exchange_specific,EUREX,Easter Monday (Eurex),1,11,fesx1s
2008-05-01,full_holiday,exchange_specific,EUREX,Labour Day (Eurex),1,11,fesx1s
2008-09-01,full_holiday,exchange_specific,US_FUTURES,Labor Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2008-11-27,full_holiday,exchange_specific,US_FUTURES,Thanksgiving Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2008-12-24,early_close,exchange_specific,EUREX,Christmas Eve (early close),1,11,fesx1s
2008-12-25,full_holiday,global,ALL,Christmas Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2008-12-26,full_holiday,exchange_specific,EUREX,Boxing Day (Eurex),1,11,fesx1s
2008-12-31,early_close,exchange_specific,EUREX,New Year's Eve (early close),1,11,fesx1s
2009-01-01,full_holiday,global,ALL,New Year's Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2009-01-19,full_holiday,exchange_specific,US_FUTURES,Martin Luther King Jr. Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2009-02-16,full_holiday,exchange_specific,US_FUTURES,Presidents' Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2009-04-10,full_holiday,global,ALL,Good Friday,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2009-04-13,full_holiday,exchange_specific,EUREX,Easter Monday (Eurex),1,11,fesx1s
2009-05-01,full_holiday,exchange_specific,EUREX,Labour Day (Eurex),1,11,fesx1s
2009-05-25,full_holiday,exchange_specific,US_FUTURES,Memorial Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2009-07-03,full_holiday,exchange_specific,US_FUTURES,Independence Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2009-09-07,full_holiday,exchange_specific,US_FUTURES,Labor Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2009-11-26,full_holiday,exchange_specific,US_FUTURES,Thanksgiving Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2009-12-24,early_close,exchange_specific,EUREX,Christmas Eve (early close),1,11,fesx1s
2009-12-25,full_holiday,global,ALL,Christmas Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2009-12-31,early_close,exchange_specific,EUREX,New Year's Eve (early close),1,11,fesx1s
2010-01-01,full_holiday,global,ALL,New Year's Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2010-01-18,full_holiday,exchange_specific,US_FUTURES,Martin Luther King Jr. Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2010-02-15,full_holiday,exchange_specific,US_FUTURES,Presidents' Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2010-04-02,full_holiday,mixed,MIXED,Good Friday,9,11,"cl1s,fesx1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2010-04-05,full_holiday,exchange_specific,EUREX,Easter Monday (Eurex),1,11,fesx1s
2010-05-31,full_holiday,exchange_specific,US_FUTURES,Memorial Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2010-07-05,full_holiday,exchange_specific,US_FUTURES,Independence Day,7,11,"gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2010-09-06,full_holiday,exchange_specific,US_FUTURES,Labor Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2010-11-25,full_holiday,exchange_specific,US_FUTURES,Thanksgiving Day,7,11,"cl1s,gc1s,ho1s,ng1s,pl1s,rb1s,si1s"
2010-12-24,full_holiday,global,ALL,Christmas Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2010-12-31,early_close,exchange_specific,EUREX,New Year's Eve (early close),1,11,fesx1s
2011-01-17,full_holiday,exchange_specific,US_FUTURES,Martin Luther King Jr. Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2011-04-22,full_holiday,global,ALL,Good Friday,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2011-04-25,full_holiday,exchange_specific,EUREX,Easter Monday (Eurex),1,11,fesx1s
2011-05-30,full_holiday,exchange_specific,US_FUTURES,Memorial Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2011-07-04,full_holiday,exchange_specific,US_FUTURES,Independence Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2011-09-05,full_holiday,exchange_specific,US_FUTURES,Labor Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2011-11-24,full_holiday,exchange_specific,US_FUTURES,Thanksgiving Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2011-12-26,full_holiday,global,ALL,Christmas Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2012-01-02,full_holiday,exchange_specific,US_FUTURES,New Year's Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2012-01-16,full_holiday,exchange_specific,US_FUTURES,Martin Luther King Jr. Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
